month,author,confidence,paper_summary,summary_of_strengths,summary_of_weaknesses,"comments,_suggestions_and_typos",overall_assessment,datasets,software,author_identity_guess,missed_assignments,count
2021- 09-01,Martin Popel,3.5,420.0,431.5,356.5,6721.0,3.0,2.5,3.0,1.0,0.0,No. of papers: 2
2021- 09-01,Masaaki Nagata,4.0,803.0,162.0,1050.0,220.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Masatoshi Suzuki,4.0,1765.0,162.0,1039.0,61.0,3.0,2.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Massimo Piccardi,4.0,510.0,487.0,1245.0,62.0,2.5,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Mathieu Dehouck,4.0,618.0,236.0,2415.0,987.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Matt Post,4.0,1206.0,486.0,1184.4,731.0,2.4,2.2,2.4,2.0,0.0,No. of papers: 5
2021- 09-01,Matthew Gormley,4.0,764.0,863.0,2043.0,269.0,2.75,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Matthew Purver,3.0,1115.0,600.0,1379.0,1044.0,2.0,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Matthias Sperber,3.0,494.0,231.0,1272.0,95.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Max Bartolo,4.0,668.0,226.0,1060.0,414.0,4.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Maximilian Mozes,3.0,931.0,415.0,783.0,277.0,4.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Md Arafat Sultan,4.0,457.0,191.0,615.5,568.0,3.25,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Md Shad Akhtar,4.0,1349.0,159.5,245.0,83.5,1.75,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Mehrad Moradshahi,4.0,290.5,249.0,1459.0,174.0,1.75,2.0,2.0,1.0,0.0,No. of papers: 2
2021- 09-01,Meishan Zhang,4.0,816.5,174.0,276.5,302.5,2.5,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Meriem Beloucif,3.5,402.5,669.5,503.5,211.0,3.75,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Micha Elsner,4.0,751.0,486.0,1119.0,864.0,2.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Michael Roth,4.0,316.0,384.0,507.0,2823.0,1.5,2.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Miguel Alonso,4.0,571.0,342.0,504.0,2524.0,3.0,1.0,3.0,3.0,0.0,No. of papers: 1
2021- 09-01,Mihai Surdeanu,4.0,319.0,361.0,171.0,1188.0,4.0,5.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Mihir Kale,2.0,447.0,256.0,250.0,334.0,3.5,5.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Miikka Silfverberg,4.0,575.0,217.0,1762.0,237.0,2.0,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Ming Zhong,3.0,547.0,138.0,255.0,1478.0,2.0,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Mingda Chen,3.0,490.0,57.0,672.0,193.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Mingming Yang,2.0,408.0,850.0,191.0,241.0,3.0,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Minhua Chen,4.0,1155.0,902.0,1529.0,55.0,2.5,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Minjoon Seo,2.0,2635.0,762.0,565.0,146.0,4.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Mirella Lapata,4.0,674.0,249.5,304.0,2544.5,2.75,1.0,2.0,1.0,0.0,No. of papers: 2
2021- 09-01,Mitesh Khapra,4.0,673.0,141.0,136.0,3022.0,3.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Mo Yu,3.0,330.0,351.0,222.0,33.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Monojit Choudhury,4.0,1474.5,906.0,1047.5,439.0,3.5,1.0,2.0,1.0,0.0,No. of papers: 2
2021- 09-01,Muhao Chen,3.3333333333333335,430.6666666666667,129.33333333333334,1233.6666666666667,159.66666666666666,2.1666666666666665,1.0,1.0,1.0,0.0,No. of papers: 3
2021- 09-01,Nandan Thakur,5.0,522.0,688.0,1738.0,976.0,3.0,5.0,5.0,1.0,0.0,No. of papers: 1
2021- 09-01,Naoaki Okazaki,3.5,647.5,141.0,492.5,1522.5,3.0,1.5,3.0,1.0,0.0,No. of papers: 2
2021- 09-01,Naoki Otani,4.0,1131.0,770.0,708.0,3504.0,3.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Nasredine Semmar,4.0,1107.0,856.0,1996.0,1395.0,3.5,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Natalia Loukachevitch,4.0,496.0,272.0,465.0,235.0,3.0,1.0,5.0,1.0,0.0,No. of papers: 1
2021- 09-01,Natalia Vanetik,4.0,798.0,237.0,729.0,2411.0,2.5,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Natawut Monaikul,3.0,744.0,1206.0,667.0,689.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Nathanael Chambers,5.0,710.0,976.0,2236.0,969.0,2.5,4.0,4.0,3.0,0.0,No. of papers: 1
2021- 09-01,Nayeon Lee,2.25,531.25,618.5,749.75,225.25,3.125,1.0,1.0,1.0,0.0,No. of papers: 4
2021- 09-01,Nelson Liu,3.0,593.25,588.5,870.0,239.0,3.5,2.5,2.0,1.5,0.0,No. of papers: 4
2021- 09-01,Ni Lao,4.0,1237.0,93.0,1380.0,205.0,2.0,5.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Nicholas FitzGerald,3.5,369.0,281.0,1215.5,541.5,2.75,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Nicolae Banari,3.0,310.0,249.0,1763.0,126.0,2.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Nikita Moghe,3.0,1051.0,619.0,910.0,915.0,3.5,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Nikolaos Lagos,3.0,3014.0,401.0,303.0,1123.0,4.0,4.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Nils Reimers,5.0,204.0,238.0,2565.0,765.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Ningyu Zhang,4.0,524.5,243.5,158.0,170.5,3.75,4.0,4.0,2.5,0.0,No. of papers: 2
2021- 09-01,Niranjan Balasubramanian,4.0,1869.0,651.0,1114.0,163.0,3.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Olga Majewska,4.0,1390.0,1124.0,1019.0,285.0,3.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Orion Weller,3.0,486.0,437.3333333333333,1575.6666666666667,251.33333333333334,3.1666666666666665,2.3333333333333335,3.3333333333333335,1.0,0.0,No. of papers: 3
2021- 09-01,PEIFENG LI,3.6666666666666665,396.0,390.0,1153.0,869.6666666666666,2.3333333333333335,2.0,2.0,1.0,0.0,No. of papers: 3
2021- 09-01,Parminder Bhatia,4.0,369.0,283.0,507.0,177.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Pasquale Minervini,2.0,1353.0,184.0,276.0,22.0,2.5,5.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Patrick Simianer,4.0,1235.0,237.0,405.0,1974.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Patrick Xia,3.0,2121.0,674.0,1121.3333333333333,1276.6666666666667,3.3333333333333335,2.0,1.0,1.6666666666666667,0.0,No. of papers: 3
2021- 09-01,Peng Jin,3.5,390.0,297.5,441.0,219.5,2.75,1.5,3.0,1.0,0.0,No. of papers: 2
2021- 09-01,Peng Xu,3.75,500.25,215.0,754.25,237.5,3.375,1.0,2.5,1.0,0.0,No. of papers: 4
2021- 09-01,Pengcheng Yin,4.0,825.0,337.0,2443.0,527.0,1.5,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Pengshan Cai,2.0,314.0,278.0,361.0,402.0,2.5,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Peter Hase,4.0,1399.0,1119.0,6809.0,893.0,3.5,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Philip Gorinski,4.0,1387.0,1299.0,1352.0,12163.0,2.0,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Pierre Lison,3.0,661.0,273.0,1060.0,839.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Pierre Zweigenbaum,4.0,374.0,431.0,5658.0,2182.0,1.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Piji Li,3.0,513.0,49.0,1276.0,2.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Pradeep Dasigi,4.0,885.6666666666666,210.0,431.6666666666667,175.0,2.6666666666666665,2.0,1.6666666666666667,1.0,0.0,No. of papers: 3
2021- 09-01,Prashant Mathur,3.0,4761.0,81.0,924.0,114.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Prokopis Prokopidis,4.0,703.0,486.0,287.0,522.0,3.0,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Qi Zhang,4.0,366.0,154.0,330.0,367.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Qian Dong,4.0,193.0,259.0,95.0,39.0,3.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Qiang Ning,4.0,1387.0,614.0,1380.0,646.0,3.5,4.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Qiankun Fu,3.5,158.5,134.0,144.0,88.0,3.5,1.0,2.5,2.5,0.0,No. of papers: 2
2021- 09-01,Qingyun Wang,4.0,812.0,645.6666666666666,1053.3333333333333,121.33333333333333,2.8333333333333335,2.0,3.0,1.0,0.0,No. of papers: 3
2021- 09-01,Qinlan Shen,3.5,804.5,324.0,289.5,1422.5,3.0,1.0,2.0,1.0,0.0,No. of papers: 2
2021- 09-01,Quan Pham,4.0,605.0,496.0,1226.0,1191.0,1.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Ralf Krestel,4.0,344.0,185.0,133.0,1848.0,2.0,1.0,2.0,5.0,0.0,No. of papers: 1
2021- 09-01,Ramakanth Pasunuru,4.0,447.0,371.0,477.0,276.0,4.0,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Ramesh Manuvinakurike,4.0,485.0,463.5,1493.5,186.0,2.25,2.5,2.0,1.0,0.0,No. of papers: 2
2021- 09-01,Raquel Fernández,4.0,960.0,599.5,1723.5,748.5,3.0,1.5,2.0,1.0,0.0,No. of papers: 2
2021- 09-01,Reinald Kim Amplayo,4.5,599.0,994.5,2201.0,35.0,3.0,2.5,2.5,1.0,0.0,No. of papers: 2
2021- 09-01,Renjie Zheng,4.0,484.0,157.0,855.0,280.0,3.0,5.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Reza Haf,4.0,881.0,269.0,23.0,63.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Richard Johansson,4.0,2088.0,248.0,533.0,1235.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Richong Zhang,4.0,228.0,160.0,290.0,21.0,2.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Rico Sennrich,4.0,779.0,335.0,1658.0,3363.0,2.5,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Robert Hawkins,4.0,883.0,491.0,1553.0,1999.0,3.5,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Roberto Navigli,5.0,469.0,209.5,1850.5,176.0,1.0,2.5,2.0,1.0,0.0,No. of papers: 2
2021- 09-01,Robin Cooper,3.0,913.0,260.0,166.0,2618.0,3.0,2.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Robin Jia,3.6666666666666665,2345.0,241.66666666666666,193.16666666666666,853.6666666666666,2.6666666666666665,2.0,1.6666666666666667,1.3333333333333333,0.0,No. of papers: 6
2021- 09-01,Rodrigo Agerri,3.5,1034.5,304.0,1059.5,188.5,3.5,4.0,4.0,1.0,0.0,No. of papers: 2
2021- 09-01,Rodrigo Wilkens,4.0,564.0,142.0,591.0,236.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Roee Aharoni,4.0,1286.0,331.3333333333333,339.6666666666667,582.0,4.0,2.3333333333333335,1.6666666666666667,1.0,0.0,No. of papers: 3
2021- 09-01,Roman Grundkiewicz,4.0,477.0,453.0,485.0,308.0,3.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Rotem Dror,5.0,822.0,151.0,563.0,196.0,3.5,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Roy Schwartz,3.1666666666666665,2587.8333333333335,135.66666666666666,119.83333333333333,729.6666666666666,2.8333333333333335,1.3333333333333333,1.5,1.6666666666666667,0.0,No. of papers: 6
2021- 09-01,Rudolf Rosa,3.6666666666666665,1056.6666666666667,475.3333333333333,2917.0,147.66666666666666,2.8333333333333335,3.3333333333333335,3.0,1.0,0.0,No. of papers: 3
2021- 09-01,Rui Wang,3.5,823.0,620.0,431.0,997.5,2.75,2.0,3.0,1.0,0.0,No. of papers: 2
2021- 09-01,Rui Zhang,4.0,224.0,608.0,1794.0,1119.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Ruifeng Xu,5.0,557.0,284.0,543.0,3.0,2.5,2.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Ruixiang ZHANG,3.0,305.0,594.0,1288.0,140.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Runzhe Zhan,3.0,1169.0,332.0,482.0,1231.0,3.5,1.0,4.0,4.0,0.0,No. of papers: 1
2021- 09-01,Ruochen Xu,4.0,406.0,725.0,506.0,239.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Ryan Cotterell,4.0,2195.0,18.0,27.0,3.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,SUBALALITHA CN,4.0,278.0,332.0,585.0,70.0,3.0,1.0,2.0,4.0,0.0,No. of papers: 1
2021- 09-01,Sabine Walde,4.0,206.0,61.0,1088.0,384.0,2.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sabrina Mielke,4.0,661.0,167.0,1069.0,1126.0,3.5,1.0,3.0,5.0,0.0,No. of papers: 1
2021- 09-01,Safoora Yousefi,5.0,161.0,62.0,1171.0,156.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Saku Sugawara,3.0,1247.3333333333333,377.6666666666667,1424.3333333333333,494.6666666666667,3.0,1.0,3.0,1.0,0.0,No. of papers: 3
2021- 09-01,Salam Khalifa,3.0,744.0,270.0,422.0,229.0,3.0,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sam Davidson,3.0,775.0,351.0,1198.0,406.0,3.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sameen Maruf,5.0,828.0,190.0,1252.0,4279.0,2.5,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Samira Shaikh,5.0,716.0,381.0,1009.0,259.5,4.0,1.0,1.0,2.0,0.0,No. of papers: 2
2021- 09-01,Sandro Pezzelle,4.0,1290.0,931.0,1994.0,1683.0,1.5,1.0,1.0,4.0,0.0,No. of papers: 1
2021- 09-01,Sara Stymne,2.5,552.0,260.5,306.0,124.0,3.5,2.5,2.5,2.5,0.0,No. of papers: 2
2021- 09-01,Sara Tonelli,3.0,409.0,335.0,871.0,126.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sashank Santhanam,4.5,1041.0,631.5,1080.0,1028.0,3.0,2.5,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Satoshi Sekine,3.0,381.5,107.0,748.0,316.5,2.5,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Sawsan Alqahtani,3.0,1469.0,194.0,657.0,130.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sayan Ghosh,4.0,1139.0,499.0,547.0,61.0,3.5,4.0,5.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sean MacAvaney,4.5,432.5,361.5,1730.5,123.5,1.75,1.0,1.5,2.5,0.0,No. of papers: 2
2021- 09-01,Sebastian Riedel,2.3333333333333335,697.0,342.6666666666667,1457.3333333333333,699.6666666666666,3.3333333333333335,2.0,3.6666666666666665,1.0,0.0,No. of papers: 3
2021- 09-01,Sebastian Schuster,3.6666666666666665,745.0,586.6666666666666,1186.0,1434.3333333333333,2.6666666666666665,2.6666666666666665,1.6666666666666667,1.0,0.0,No. of papers: 3
2021- 09-01,Seokhwan Kim,4.0,476.0,279.0,330.0,1330.0,3.0,1.0,1.0,2.0,0.0,No. of papers: 1
2021- 09-01,Seungwhan Moon,4.0,559.0,506.0,495.0,269.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sewon Min,3.0,1702.0,373.0,1552.0,758.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Shabnam Tafreshi,5.0,392.5,457.0,720.0,365.5,2.75,2.5,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Shammur Chowdhury,3.0,295.0,628.0,419.0,1256.0,2.0,3.0,4.0,4.0,0.0,No. of papers: 1
2021- 09-01,Shankar Kumar,4.0,869.0,373.5,622.5,726.0,3.5,1.0,4.0,1.0,0.0,No. of papers: 2
2021- 09-01,Shashank Srivastava,4.0,1075.0,753.0,4943.0,391.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Shereen Oraby,4.0,481.5,625.0,765.0,4705.0,2.75,3.5,2.0,2.5,0.0,No. of papers: 2
2021- 09-01,Shijie Wu,4.0,344.0,202.5,148.5,323.0,3.25,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Shikib Mehri,4.0,1832.0,588.0,1261.0,3.0,4.5,4.0,1.0,3.0,0.0,No. of papers: 1
2021- 09-01,Shiv Surya,4.0,1195.0,613.0,798.0,1242.0,3.5,2.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sho Takase,4.0,958.0,214.0,874.0,247.0,2.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Shrimai Prabhumoye,3.0,805.0,284.0,377.0,407.0,3.0,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Shu-Kai Hsieh,2.6666666666666665,204.33333333333334,337.0,551.0,521.6666666666666,2.5,2.3333333333333335,2.6666666666666665,1.0,0.0,No. of papers: 3
2021- 09-01,Shujie LIU,4.0,489.0,186.0,83.0,94.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Shuly Wintner,4.0,2168.0,427.0,761.0,270.0,4.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Shuming Shi,4.0,454.0,86.0,414.0,452.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Shunyu Yao,4.0,1186.0,805.0,1556.0,1063.0,2.0,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Shuohang Wang,3.0,558.6666666666666,191.33333333333334,441.3333333333333,143.0,3.3333333333333335,1.0,1.0,1.0,0.0,No. of papers: 3
2021- 09-01,Siliang Tang,3.6666666666666665,455.3333333333333,275.6666666666667,1039.6666666666667,29.666666666666668,2.1666666666666665,2.6666666666666665,2.3333333333333335,1.0,0.0,No. of papers: 3
2021- 09-01,Simon Dobnik,4.0,499.0,387.0,1263.0,1994.0,2.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sina Zarrieß,3.5,1116.0,286.0,1715.0,1445.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Songlin Yang,5.0,379.0,319.0,742.0,1849.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sophie Henning,3.0,1758.0,970.0,820.0,3620.0,3.0,5.0,1.0,3.0,0.0,No. of papers: 1
2021- 09-01,Sowmya Vajjala,2.5,523.0,486.0,547.0,580.5,3.25,4.0,1.5,2.5,0.0,No. of papers: 2
2021- 09-01,Stan Szpakowicz,4.0,8507.0,604.0,203.0,2254.0,1.5,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Stefan Ultes,4.0,303.0,59.0,84.0,1193.0,3.0,3.0,1.0,4.0,0.0,No. of papers: 1
2021- 09-01,Stella Frank,4.0,774.0,248.0,2337.0,2207.0,2.0,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Stephen Roller,3.0,992.0,505.0,1460.0,2064.0,3.0,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Stephen Wan,3.0,1379.0,497.0,2689.0,2111.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Steve Young,4.0,738.0,149.0,825.0,2335.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Steven Schockaert,2.6666666666666665,1013.3333333333334,309.6666666666667,1191.0,432.3333333333333,2.3333333333333335,1.0,2.0,1.0,0.0,No. of papers: 3
2021- 09-01,Subhabrata Dutta,4.0,750.0,199.0,774.0,489.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sukomal Pal,4.0,186.0,52.0,155.0,763.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Sunipa Dev,5.0,385.0,482.0,2122.0,803.0,1.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Swapnil Hingmire,3.0,625.0,173.0,807.0,123.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tadashi Nomoto,4.0,856.0,257.0,431.0,369.0,1.5,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tal Linzen,4.0,929.0,280.0,1110.0,384.0,2.0,2.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tao Gui,4.0,1323.5,204.5,80.0,527.0,3.75,2.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Tao Lei,4.0,733.5,245.5,523.0,13.0,2.75,1.0,3.0,3.0,0.0,No. of papers: 2
2021- 09-01,Tao Li,3.5,722.0,570.5,1386.0,332.5,3.0,1.0,2.5,1.0,0.0,No. of papers: 2
2021- 09-01,Tao Qi,3.0,408.0,236.0,122.0,644.0,3.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tao Yu,4.0,581.0,437.0,984.0,873.0,2.5,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Taraka Rama,4.0,565.0,95.0,743.0,2276.0,4.0,3.0,1.0,3.0,0.0,No. of papers: 1
2021- 09-01,Thang Vu,3.0,421.5,220.5,369.5,207.0,2.75,2.5,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Tharindu Ranasinghe,4.0,829.0,312.0,577.0,161.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Thiago Ferreira,5.0,2775.0,159.0,766.0,962.0,4.5,4.0,1.0,3.0,0.0,No. of papers: 1
2021- 09-01,Thien Nguyen,4.5,1036.75,224.5,723.25,239.5,2.75,2.5,1.5,1.0,0.0,No. of papers: 4
2021- 09-01,Thuy Vu,4.0,464.0,337.0,315.0,81.0,2.0,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tiago Pimentel,3.0,714.0,384.0,1332.5,916.5,2.75,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Tiancheng Zhao,3.0,451.0,262.0,338.0,69.0,3.0,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tianyu Gao,4.0,1127.5,288.5,347.0,349.5,3.0,1.0,1.0,2.5,0.0,No. of papers: 2
2021- 09-01,Timothy Miller,4.0,954.0,609.0,779.0,911.0,3.5,2.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tiziano Fagni,2.0,573.0,783.0,1099.0,564.0,2.5,1.0,3.0,3.0,0.0,No. of papers: 1
2021- 09-01,Tobias Falke,4.0,1185.0,789.0,3970.0,616.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tommaso Pasini,4.0,497.0,196.0,730.0,1976.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tommi Pirinen,3.5,1456.5,396.0,816.0,1105.5,3.0,3.5,3.0,1.0,0.0,No. of papers: 2
2021- 09-01,Tomoya Iwakura,4.0,887.0,139.0,2740.0,617.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tracy King,4.0,575.0,413.0,737.0,1534.0,5.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tsvetomila Mihaylova,4.0,226.0,475.0,852.0,1508.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tu Vu,5.0,309.0,425.0,974.0,770.0,3.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Tuhin Chakrabarty,4.0,790.0,633.75,912.75,31.25,3.0,1.75,1.5,1.75,0.0,No. of papers: 4
2021- 09-01,Tushar Khot,3.0,541.5,174.5,216.5,1360.0,2.5,2.5,2.5,1.0,0.0,No. of papers: 2
2021- 09-01,Tyler Schnoebelen,4.0,499.0,350.0,10431.0,4913.0,1.5,2.0,1.0,3.0,0.0,No. of papers: 1
2021- 09-01,Udo Kruschwitz,4.0,1073.0,470.0,3256.0,270.0,2.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Vaibhav Adlakha,2.0,953.0,429.0,458.0,257.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Valerio Basile,3.75,306.25,198.5,636.25,680.25,2.125,2.25,1.0,1.0,0.0,No. of papers: 4
2021- 09-01,Valia Kordoni,5.0,213.0,145.0,166.0,344.0,1.5,3.0,2.0,1.0,0.0,No. of papers: 1
2021- 09-01,Vassilina Nikoulina,4.0,759.0,207.0,667.5,1240.5,2.75,2.0,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Vered Shwartz,4.0,484.5,472.5,262.0,2235.0,3.5,3.5,1.0,1.0,0.0,No. of papers: 2
2021- 09-01,Veronika Vincze,4.0,314.0,456.0,665.0,23.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Victor Zhong,4.0,727.0,323.0,2919.0,137.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Viktor Pekar,4.0,948.0,997.0,120.0,958.0,4.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Vipul Rathore,4.0,906.0,310.0,1065.0,575.0,2.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Vishrav Chaudhary,2.0,603.0,259.0,227.0,63.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 09-01,Vivek Gupta,4.0,235.0,582.0,1608.0,125.0,3.5,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 09-01,Vivi Nastase,4.0,377.0,142.0,1068.0,4442.0,1.5,4.0,3.0,1.0,0.0,No. of papers: 1
2021- 09-01,Vivian Chen,3.0,556.0,504.0,2024.0,64.0,2.0,2.0,3.0,1.0,0.0,No. of papers: 1
